prefix,max_len,min_len,usage,comment,tags,translated_comment
36259,11,6,Geographic Area Code,Tabarz Thüringer Wald,geographic,tabarz thueringer wald
3628,11,6,Geographic Area Code,Arnstadt,geographic,arnstadt
3629,11,6,Geographic Area Code,Stadtilm,geographic,stadtilm
3631,11,6,Geographic Area Code,Nordhausen Thüringen,geographic,nordhausen thueringen
3632,11,6,Geographic Area Code,Sondershausen,geographic,sondershausen
36330,11,6,Geographic Area Code,Grossberndten,geographic,grossberndten
36331,11,6,Geographic Area Code,Ilfeld,geographic,ilfeld
36332,11,6,Geographic Area Code,Ellrich,geographic,ellrich
36333,11,6,Geographic Area Code,Heringen Helme,geographic,heringen helme
36334,11,6,Geographic Area Code,Wolkramshausen,geographic,wolkramshausen
36335,11,6,Geographic Area Code,Grosswechsungen,geographic,grosswechsungen
36336,11,6,Geographic Area Code,Klettenberg,geographic,klettenberg
36337,11,6,Geographic Area Code,Schiedungen,geographic,schiedungen
36338,11,6,Geographic Area Code,Bleicherode,geographic,bleicherode
3634,11,6,Geographic Area Code,Sömmerda,geographic,soemmerda
3635,11,6,Geographic Area Code,Kölleda,geographic,koelleda
3636,11,6,Geographic Area Code,Greussen,geographic,greussen
36370,11,6,Geographic Area Code,Grossenehrich,geographic,grossenehrich
36371,11,6,Geographic Area Code,Schlossvippach,geographic,schlossvippach
36372,11,6,Geographic Area Code,Kleinneuhausen,geographic,kleinneuhausen
36373,11,6,Geographic Area Code,Buttstädt,geographic,buttstaedt
36374,11,6,Geographic Area Code,Weissensee,geographic,weissensee
36375,11,6,Geographic Area Code,Kindelbrück,geographic,kindelbrueck
36376,11,6,Geographic Area Code,Straussfurt,geographic,straussfurt
36377,11,6,Geographic Area Code,Rastenberg,geographic,rastenberg
36378,11,6,Geographic Area Code,Ostramondra,geographic,ostramondra
36379,11,6,Geographic Area Code,Holzengel,geographic,holzengel
3641,11,6,Geographic Area Code,Jena,geographic,jena
36421,11,6,Geographic Area Code,Camburg,geographic,camburg
36422,11,6,Geographic Area Code,Reinstädt Thüringen,geographic,reinstaedt thueringen
36423,11,6,Geographic Area Code,Orlamünde,geographic,orlamuende
36424,11,6,Geographic Area Code,Kahla Thüringen,geographic,kahla thueringen
36425,11,6,Geographic Area Code,Isserstedt,geographic,isserstedt
36426,11,6,Geographic Area Code,Ottendorf bei Stadtroda,geographic,ottendorf bei stadtroda
36427,11,6,Geographic Area Code,Dornburg Saale,geographic,dornburg saale
36428,11,6,Geographic Area Code,Stadtroda,geographic,stadtroda
3643,11,6,Geographic Area Code,Weimar Thüringen,geographic,weimar thueringen
3644,11,6,Geographic Area Code,Apolda,geographic,apolda
36450,11,6,Geographic Area Code,Kranichfeld,geographic,kranichfeld
36451,11,6,Geographic Area Code,Buttelstedt,geographic,buttelstedt
36452,11,6,Geographic Area Code,Berlstedt,geographic,berlstedt
36453,11,6,Geographic Area Code,Mellingen,geographic,mellingen
36454,11,6,Geographic Area Code,Magdala,geographic,magdala
36458,11,6,Geographic Area Code,Bad Berka,geographic,bad berka
36459,11,6,Geographic Area Code,Blankenhain Thüringen,geographic,blankenhain thueringen
36461,11,6,Geographic Area Code,Bad Sulza,geographic,bad sulza
36462,11,6,Geographic Area Code,Ossmannstedt,geographic,ossmannstedt
36463,11,6,Geographic Area Code,Gebstedt,geographic,gebstedt
36464,11,6,Geographic Area Code,Wormstedt,geographic,wormstedt
36465,11,6,Geographic Area Code,Oberndorf bei Apolda,geographic,oberndorf bei apolda
3647,11,6,Geographic Area Code,Pößneck,geographic,poessneck
36481,11,6,Geographic Area Code,Neustadt an der Orla,geographic,neustadt an der orla
36482,11,6,Geographic Area Code,Triptis,geographic,triptis
36483,11,6,Geographic Area Code,Ziegenrück,geographic,ziegenrueck
36484,11,6,Geographic Area Code,Knau bei Pößneck,geographic,knau bei poessneck
365,11,6,Geographic Area Code,Gera,geographic,gera
36601,11,6,Geographic Area Code,Hermsdorf Thüringen,geographic,hermsdorf thueringen
36602,11,6,Geographic Area Code,Ronneburg Thüringen,geographic,ronneburg thueringen
36603,11,6,Geographic Area Code,Weida,geographic,weida
36604,11,6,Geographic Area Code,Münchenbernsdorf,geographic,muenchenbernsdorf
36605,11,6,Geographic Area Code,Bad Köstritz,geographic,bad koestritz
36606,11,6,Geographic Area Code,Kraftsdorf,geographic,kraftsdorf
36607,11,6,Geographic Area Code,Niederpöllnitz,geographic,niederpoellnitz
36608,11,6,Geographic Area Code,Seelingstädt bei Gera,geographic,seelingstaedt bei gera
3661,11,6,Geographic Area Code,Greiz,geographic,greiz
36621,11,6,Geographic Area Code,Elsterberg bei Plauen,geographic,elsterberg bei plauen
36622,11,6,Geographic Area Code,Triebes,geographic,triebes
36623,11,6,Geographic Area Code,Berga Elster,geographic,berga elster
36624,11,6,Geographic Area Code,Teichwolframsdorf,geographic,teichwolframsdorf
36625,11,6,Geographic Area Code,Langenwetzendorf,geographic,langenwetzendorf
36626,11,6,Geographic Area Code,Auma,geographic,auma
36628,11,6,Geographic Area Code,Zeulenroda,geographic,zeulenroda
3663,11,6,Geographic Area Code,Schleiz,geographic,schleiz
36640,11,6,Geographic Area Code,Remptendorf,geographic,remptendorf
36642,11,6,Geographic Area Code,Harra,geographic,harra
36643,11,6,Geographic Area Code,Thimmendorf,geographic,thimmendorf
36644,11,6,Geographic Area Code,Hirschberg Saale,geographic,hirschberg saale
36645,11,6,Geographic Area Code,Mühltroff,geographic,muehltroff
36646,11,6,Geographic Area Code,Tanna bei Schleiz,geographic,tanna bei schleiz
36647,11,6,Geographic Area Code,Saalburg Thüringen,geographic,saalburg thueringen
36648,11,6,Geographic Area Code,Dittersdorf bei Schleiz,geographic,dittersdorf bei schleiz
36649,11,6,Geographic Area Code,Gefell bei Schleiz,geographic,gefell bei schleiz
36651,11,6,Geographic Area Code,Lobenstein,geographic,lobenstein
36652,11,6,Geographic Area Code,Wurzbach,geographic,wurzbach
36653,11,6,Geographic Area Code,Lehesten Thüringer Wald,geographic,lehesten thueringer wald
36691,11,6,Geographic Area Code,Eisenberg Thüringen,geographic,eisenberg thueringen
36692,11,6,Geographic Area Code,Bürgel,geographic,buergel
36693,11,6,Geographic Area Code,Crossen an der Elster,geographic,crossen an der elster
36694,11,6,Geographic Area Code,Schkölen Thüringen,geographic,schkoelen thueringen
36695,11,6,Geographic Area Code,Söllmnitz,geographic,soellmnitz
36701,11,6,Geographic Area Code,Lichte,geographic,lichte
36702,11,6,Geographic Area Code,Lauscha,geographic,lauscha
36703,11,6,Geographic Area Code,Gräfenthal,geographic,graefenthal
36704,11,6,Geographic Area Code,Steinheid,geographic,steinheid
36705,11,6,Geographic Area Code,Oberweißbach Thüringer Wald,geographic,oberweissbach thueringer wald
3671,11,6,Geographic Area Code,Saalfeld Saale,geographic,saalfeld saale
3672,11,6,Geographic Area Code,Rudolstadt,geographic,rudolstadt
36730,11,6,Geographic Area Code,Sitzendorf,geographic,sitzendorf
36731,11,6,Geographic Area Code,Unterloquitz,geographic,unterloquitz
36732,11,6,Geographic Area Code,Könitz,geographic,koenitz
36733,11,6,Geographic Area Code,Kaulsdorf,geographic,kaulsdorf
36734,11,6,Geographic Area Code,Leutenberg,geographic,leutenberg
36735,11,6,Geographic Area Code,Probstzella,geographic,probstzella
36736,11,6,Geographic Area Code,Arnsgereuth,geographic,arnsgereuth
36737,11,6,Geographic Area Code,Drognitz,geographic,drognitz
36738,11,6,Geographic Area Code,Königsee,geographic,koenigsee
36739,11,6,Geographic Area Code,Rottenbach,geographic,rottenbach
36741,11,6,Geographic Area Code,Bad Blankenburg,geographic,bad blankenburg
36742,11,6,Geographic Area Code,Uhlstädt,geographic,uhlstaedt
36743,11,6,Geographic Area Code,Teichel,geographic,teichel
36744,11,6,Geographic Area Code,Remda,geographic,remda
3675,11,6,Geographic Area Code,Sonneberg Thüringen,geographic,sonneberg thueringen
36761,11,6,Geographic Area Code,Heubisch,geographic,heubisch
36762,11,6,Geographic Area Code,Steinach Thüringen,geographic,steinach thueringen
36764,11,6,Geographic Area Code,Neuhaus-Schierschnitz,geographic,neuhaus-schierschnitz
36766,11,6,Geographic Area Code,Schalkau,geographic,schalkau
3677,11,6,Geographic Area Code,Ilmenau Thüringen,geographic,ilmenau thueringen
36781,11,6,Geographic Area Code,Grossbreitenbach,geographic,grossbreitenbach
36782,11,6,Geographic Area Code,Schmiedefeld am Rennsteig,geographic,schmiedefeld am rennsteig
36783,11,6,Geographic Area Code,Gehren Thüringen,geographic,gehren thueringen
36784,11,6,Geographic Area Code,Stützerbach,geographic,stuetzerbach
36785,11,6,Geographic Area Code,Gräfinau-Angstedt,geographic,graefinau-angstedt
3679,11,6,Geographic Area Code,Neuhaus am Rennweg,geographic,neuhaus am rennweg
3681,11,6,Geographic Area Code,Suhl,geographic,suhl
3682,11,6,Geographic Area Code,Zella-Mehlis,geographic,zella-mehlis
3683,11,6,Geographic Area Code,Schmalkalden,geographic,schmalkalden
36840,11,6,Geographic Area Code,Trusetal,geographic,trusetal
36841,11,6,Geographic Area Code,Schleusingen,geographic,schleusingen
36842,11,6,Geographic Area Code,Oberhof Thüringen,geographic,oberhof thueringen
36843,11,6,Geographic Area Code,Benshausen,geographic,benshausen
36844,11,6,Geographic Area Code,Rohr Thüringen,geographic,rohr thueringen
36845,11,6,Geographic Area Code,Gehlberg,geographic,gehlberg
36846,11,6,Geographic Area Code,Suhl-Dietzhausen,geographic,suhl-dietzhausen
36847,11,6,Geographic Area Code,Steinbach-Hallenberg,geographic,steinbach-hallenberg
36848,11,6,Geographic Area Code,Wernshausen,geographic,wernshausen
36849,11,6,Geographic Area Code,Kleinschmalkalden,geographic,kleinschmalkalden
3685,11,6,Geographic Area Code,Hildburghausen,geographic,hildburghausen
3686,11,6,Geographic Area Code,Eisfeld,geographic,eisfeld
36870,11,6,Geographic Area Code,Masserberg,geographic,masserberg
36871,11,6,Geographic Area Code,Bad Colberg-Heldburg,geographic,bad colberg-heldburg
36873,11,6,Geographic Area Code,Themar,geographic,themar
36874,11,6,Geographic Area Code,Schönbrunn bei Hildburghaus,geographic,schoenbrunn bei hildburghaus
36875,11,6,Geographic Area Code,Straufhain-Streufdorf,geographic,straufhain-streufdorf
36878,11,6,Geographic Area Code,Oberland,geographic,oberland
3691,11,6,Geographic Area Code,Eisenach Thüringen,geographic,eisenach thueringen
36920,11,6,Geographic Area Code,Grossenlupnitz,geographic,grossenlupnitz
36921,11,6,Geographic Area Code,Wutha-Farnroda,geographic,wutha-farnroda
36922,11,6,Geographic Area Code,Gerstungen,geographic,gerstungen
36923,11,6,Geographic Area Code,Treffurt,geographic,treffurt
36924,11,6,Geographic Area Code,Mihla,geographic,mihla
36925,11,6,Geographic Area Code,Marksuhl,geographic,marksuhl
36926,11,6,Geographic Area Code,Creuzburg,geographic,creuzburg
36927,11,6,Geographic Area Code,Unterellen,geographic,unterellen
36928,11,6,Geographic Area Code,Neuenhof Thüringen,geographic,neuenhof thueringen
36929,11,6,Geographic Area Code,Ruhla,geographic,ruhla
3693,11,6,Geographic Area Code,Meiningen,geographic,meiningen
36940,11,6,Geographic Area Code,Oepfershausen,geographic,oepfershausen
36941,11,6,Geographic Area Code,Wasungen,geographic,wasungen
36943,11,6,Geographic Area Code,Bettenhausen Thüringen,geographic,bettenhausen thueringen
36944,11,6,Geographic Area Code,Rentwertshausen,geographic,rentwertshausen
36945,11,6,Geographic Area Code,Henneberg,geographic,henneberg
36946,11,6,Geographic Area Code,Erbenhausen Thüringen,geographic,erbenhausen thueringen
36947,11,6,Geographic Area Code,Jüchsen,geographic,juechsen
36948,11,6,Geographic Area Code,Römhild,geographic,roemhild
36949,11,6,Geographic Area Code,Obermaßfeld-Grimmenthal,geographic,obermassfeld-grimmenthal
3695,11,6,Geographic Area Code,Bad Salzungen,geographic,bad salzungen
36961,11,6,Geographic Area Code,Bad Liebenstein,geographic,bad liebenstein
36962,11,6,Geographic Area Code,Vacha,geographic,vacha
36963,11,6,Geographic Area Code,Dorndorf Rhön,geographic,dorndorf rhoen
36964,11,6,Geographic Area Code,Dermbach Rhön,geographic,dermbach rhoen
36965,11,6,Geographic Area Code,Stadtlengsfeld,geographic,stadtlengsfeld
36966,11,6,Geographic Area Code,Kaltennordheim,geographic,kaltennordheim
36967,11,6,Geographic Area Code,Geisa,geographic,geisa
36968,11,6,Geographic Area Code,Rossdorf Rhön,geographic,rossdorf rhoen
36969,11,6,Geographic Area Code,Merkers,geographic,merkers
371,11,6,Geographic Area Code,Chemnitz Sachsen,geographic,chemnitz sachsen
37200,11,6,Geographic Area Code,Wittgensdorf bei Chemnitz,geographic,wittgensdorf bei chemnitz
37202,11,6,Geographic Area Code,Claussnitz bei Chemnitz,geographic,claussnitz bei chemnitz
37203,11,6,Geographic Area Code,Gersdorf bei Chemnitz,geographic,gersdorf bei chemnitz
37204,11,6,Geographic Area Code,Lichtenstein Sachsen,geographic,lichtenstein sachsen
37206,11,6,Geographic Area Code,Frankenberg Sachsen,geographic,frankenberg sachsen
37207,11,6,Geographic Area Code,Hainichen Sachsen,geographic,hainichen sachsen
37208,11,6,Geographic Area Code,Auerswalde,geographic,auerswalde
37209,11,6,Geographic Area Code,Einsiedel bei Chemnitz,geographic,einsiedel bei chemnitz
3721,11,6,Geographic Area Code,Meinersdorf,geographic,meinersdorf
3722,11,6,Geographic Area Code,Limbach-Oberfrohna,geographic,limbach-oberfrohna
3723,11,6,Geographic Area Code,Hohenstein-Ernstthal,geographic,hohenstein-ernstthal
3724,11,6,Geographic Area Code,Burgstädt,geographic,burgstaedt
3725,11,6,Geographic Area Code,Zschopau,geographic,zschopau
3726,11,6,Geographic Area Code,Flöha,geographic,floeha
3727,11,6,Geographic Area Code,Mittweida,geographic,mittweida
37291,11,6,Geographic Area Code,Augustusburg,geographic,augustusburg
37292,11,6,Geographic Area Code,Oederan,geographic,oederan
37293,11,6,Geographic Area Code,Eppendorf Sachsen,geographic,eppendorf sachsen
37294,11,6,Geographic Area Code,Grünhainichen,geographic,gruenhainichen
37295,11,6,Geographic Area Code,Lugau Erzgebirge,geographic,lugau erzgebirge
37296,11,6,Geographic Area Code,Stollberg Erzgebirge,geographic,stollberg erzgebirge
37297,11,6,Geographic Area Code,Thum Sachsen,geographic,thum sachsen
37298,11,6,Geographic Area Code,Oelsnitz Erzgebirge,geographic,oelsnitz erzgebirge
3731,11,6,Geographic Area Code,Freiberg Sachsen,geographic,freiberg sachsen
37320,11,6,Geographic Area Code,Mulda Sachsen,geographic,mulda sachsen
37321,11,6,Geographic Area Code,Frankenstein Sachsen,geographic,frankenstein sachsen
37322,11,6,Geographic Area Code,Brand-Erbisdorf,geographic,brand-erbisdorf
37323,11,6,Geographic Area Code,Lichtenberg Erzgebirge,geographic,lichtenberg erzgebirge
37324,11,6,Geographic Area Code,Reinsberg Sachsen,geographic,reinsberg sachsen
37325,11,6,Geographic Area Code,Niederbobritzsch,geographic,niederbobritzsch
37326,11,6,Geographic Area Code,Frauenstein Sachsen,geographic,frauenstein sachsen
37327,11,6,Geographic Area Code,Rechenberg-Bienenmühle,geographic,rechenberg-bienenmuehle
37328,11,6,Geographic Area Code,Grossschirma,geographic,grossschirma
37329,11,6,Geographic Area Code,Grosshartmannsdorf,geographic,grosshartmannsdorf
3733,11,6,Geographic Area Code,Annaberg-Buchholz,geographic,annaberg-buchholz
37341,11,6,Geographic Area Code,Ehrenfriedersdorf,geographic,ehrenfriedersdorf
37342,11,6,Geographic Area Code,Cranzahl,geographic,cranzahl
37343,11,6,Geographic Area Code,Jöhstadt,geographic,joehstadt
37344,11,6,Geographic Area Code,Crottendorf Sachsen,geographic,crottendorf sachsen
37346,11,6,Geographic Area Code,Geyer,geographic,geyer
37347,11,6,Geographic Area Code,Bärenstein Kreis Annaberg,geographic,baerenstein kreis annaberg
37348,11,6,Geographic Area Code,Oberwiesenthal Kurort,geographic,oberwiesenthal kurort
37349,11,6,Geographic Area Code,Scheibenberg,geographic,scheibenberg
3735,11,6,Geographic Area Code,Marienberg Sachsen,geographic,marienberg sachsen
37360,11,6,Geographic Area Code,Olbernhau,geographic,olbernhau
37361,11,6,Geographic Area Code,Neuhausen Erzgebirge,geographic,neuhausen erzgebirge
37362,11,6,Geographic Area Code,Seiffen Erzgebirge,geographic,seiffen erzgebirge
37363,11,6,Geographic Area Code,Zöblitz,geographic,zoeblitz
37364,11,6,Geographic Area Code,Reitzenhain Erzgebirge,geographic,reitzenhain erzgebirge
37365,11,6,Geographic Area Code,Sayda,geographic,sayda
37366,11,6,Geographic Area Code,Rübenau,geographic,ruebenau
37367,11,6,Geographic Area Code,Lengefeld Erzgebirge,geographic,lengefeld erzgebirge
37368,11,6,Geographic Area Code,Deutschneudorf,geographic,deutschneudorf
37369,11,6,Geographic Area Code,Wolkenstein,geographic,wolkenstein
3737,11,6,Geographic Area Code,Rochlitz,geographic,rochlitz
37381,11,6,Geographic Area Code,Penig,geographic,penig
37382,11,6,Geographic Area Code,Geringswalde,geographic,geringswalde
37383,11,6,Geographic Area Code,Lunzenau,geographic,lunzenau
37384,11,6,Geographic Area Code,Wechselburg,geographic,wechselburg
3741,11,6,Geographic Area Code,Plauen,geographic,plauen
37421,11,6,Geographic Area Code,Oelsnitz Vogtland,geographic,oelsnitz vogtland
37422,11,6,Geographic Area Code,Markneukirchen,geographic,markneukirchen
37423,11,6,Geographic Area Code,Adorf Vogtland,geographic,adorf vogtland
37430,11,6,Geographic Area Code,Eichigt,geographic,eichigt
37431,11,6,Geographic Area Code,Mehltheuer Vogtland,geographic,mehltheuer vogtland
37432,11,6,Geographic Area Code,Pausa Vogtland,geographic,pausa vogtland
37433,11,6,Geographic Area Code,Gutenfürst,geographic,gutenfuerst
37434,11,6,Geographic Area Code,Bobenneukirchen,geographic,bobenneukirchen
37435,11,6,Geographic Area Code,Reuth bei Plauen,geographic,reuth bei plauen
37436,11,6,Geographic Area Code,Weischlitz,geographic,weischlitz
37437,11,6,Geographic Area Code,Bad Elster,geographic,bad elster
37438,11,6,Geographic Area Code,Bad Brambach,geographic,bad brambach
37439,11,6,Geographic Area Code,Jocketa,geographic,jocketa
3744,11,6,Geographic Area Code,Auerbach Vogtland,geographic,auerbach vogtland
3745,11,6,Geographic Area Code,Falkenstein Vogtland,geographic,falkenstein vogtland
37462,11,6,Geographic Area Code,Rothenkirchen Vogtland,geographic,rothenkirchen vogtland
37463,11,6,Geographic Area Code,Bergen Vogtland,geographic,bergen vogtland
37464,11,6,Geographic Area Code,Schöneck Vogtland,geographic,schoeneck vogtland
37465,11,6,Geographic Area Code,Tannenbergsthal Vogtland,geographic,tannenbergsthal vogtland
37467,11,6,Geographic Area Code,Klingenthal Sachsen,geographic,klingenthal sachsen
37468,11,6,Geographic Area Code,Treuen Vogtland,geographic,treuen vogtland
375,11,6,Geographic Area Code,Zwickau,geographic,zwickau
37600,11,6,Geographic Area Code,Neumark Sachsen,geographic,neumark sachsen
37601,11,6,Geographic Area Code,Mülsen Skt Jacob,geographic,muelsen skt jacob
37602,11,6,Geographic Area Code,Kirchberg Sachsen,geographic,kirchberg sachsen
37603,11,6,Geographic Area Code,Wildenfels,geographic,wildenfels
37604,11,6,Geographic Area Code,Mosel,geographic,mosel
37605,11,6,Geographic Area Code,Hartenstein Sachsen,geographic,hartenstein sachsen
37606,11,6,Geographic Area Code,Lengenfeld Vogtland,geographic,lengenfeld vogtland
37607,11,6,Geographic Area Code,Ebersbrunn Sachsen,geographic,ebersbrunn sachsen
37608,11,6,Geographic Area Code,Waldenburg Sachsen,geographic,waldenburg sachsen
37609,11,6,Geographic Area Code,Wolkenburg Mulde,geographic,wolkenburg mulde
3761,11,6,Geographic Area Code,Werdau Sachsen,geographic,werdau sachsen
3762,11,6,Geographic Area Code,Crimmitschau,geographic,crimmitschau
3763,11,6,Geographic Area Code,Glauchau,geographic,glauchau
3764,11,6,Geographic Area Code,Meerane,geographic,meerane
3765,11,6,Geographic Area Code,Reichenbach Vogtland,geographic,reichenbach vogtland
3771,11,6,Geographic Area Code,Aue Sachsen,geographic,aue sachsen
3772,11,6,Geographic Area Code,Schneeberg Erzgebirge,geographic,schneeberg erzgebirge
3773,11,6,Geographic Area Code,Johanngeorgenstadt,geographic,johanngeorgenstadt
3774,11,6,Geographic Area Code,Schwarzenberg,geographic,schwarzenberg
37752,11,6,Geographic Area Code,Eibenstock,geographic,eibenstock
37754,11,6,Geographic Area Code,Zwönitz,geographic,zwoenitz
37755,11,6,Geographic Area Code,Schönheide Erzgebirge,geographic,schoenheide erzgebirge
37756,11,6,Geographic Area Code,Breitenbrunn Erzgebirge,geographic,breitenbrunn erzgebirge
37757,11,6,Geographic Area Code,Rittersgrün,geographic,rittersgruen
381,11,6,Geographic Area Code,Rostock,geographic,rostock
38201,11,6,Geographic Area Code,Gelbensande,geographic,gelbensande
38202,11,6,Geographic Area Code,Volkenshagen,geographic,volkenshagen
38203,11,6,Geographic Area Code,Bad Doberan,geographic,bad doberan
38204,11,6,Geographic Area Code,Broderstorf,geographic,broderstorf
38205,11,6,Geographic Area Code,Tessin bei Rostock,geographic,tessin bei rostock
38206,11,6,Geographic Area Code,Graal-Müritz Seeheilbad,geographic,graal-mueritz seeheilbad
38207,11,6,Geographic Area Code,Stäbelow,geographic,staebelow
38208,11,6,Geographic Area Code,Kavelstorf,geographic,kavelstorf
38209,11,6,Geographic Area Code,Sanitz bei Rostock,geographic,sanitz bei rostock
3821,11,6,Geographic Area Code,Ribnitz-Damgarten,geographic,ribnitz-damgarten
38220,11,6,Geographic Area Code,Wustrow Ostseebad,geographic,wustrow ostseebad
38221,11,6,Geographic Area Code,Marlow,geographic,marlow
38222,11,6,Geographic Area Code,Semlow,geographic,semlow
38223,11,6,Geographic Area Code,Saal Vorpom,geographic,saal vorpom
38224,11,6,Geographic Area Code,Gresenhorst,geographic,gresenhorst
38225,11,6,Geographic Area Code,Trinwillershagen,geographic,trinwillershagen
38226,11,6,Geographic Area Code,Dierhagen Ostseebad,geographic,dierhagen ostseebad
38227,11,6,Geographic Area Code,Lüdershagen bei Barth,geographic,luedershagen bei barth
38228,11,6,Geographic Area Code,Dettmannsdorf-Kölzow,geographic,dettmannsdorf-koelzow
38229,11,6,Geographic Area Code,Bad Sülze,geographic,bad suelze
38231,11,6,Geographic Area Code,Barth,geographic,barth
38232,11,6,Geographic Area Code,Zingst Ostseebad,geographic,zingst ostseebad
38233,11,6,Geographic Area Code,Prerow Ostseebad,geographic,prerow ostseebad
38234,11,6,Geographic Area Code,Born Darß,geographic,born darss
38292,11,6,Geographic Area Code,Kröpelin,geographic,kroepelin
38293,11,6,Geographic Area Code,Kühlungsborn Ostseebad,geographic,kuehlungsborn ostseebad
38294,11,6,Geographic Area Code,Neubukow,geographic,neubukow
38295,11,6,Geographic Area Code,Satow bei Bad Doberan,geographic,satow bei bad doberan
38296,11,6,Geographic Area Code,Rerik Ostseebad,geographic,rerik ostseebad
38297,11,6,Geographic Area Code,Moitin,geographic,moitin
38300,11,6,Geographic Area Code,Insel Hiddensee,geographic,insel hiddensee
38301,11,6,Geographic Area Code,Putbus,geographic,putbus
38302,11,6,Geographic Area Code,Sagard,geographic,sagard
38303,11,6,Geographic Area Code,Sellin Ostseebad,geographic,sellin ostseebad
38304,11,6,Geographic Area Code,Garz Rügen,geographic,garz ruegen
38305,11,6,Geographic Area Code,Gingst,geographic,gingst
38306,11,6,Geographic Area Code,Samtens,geographic,samtens
38307,11,6,Geographic Area Code,Poseritz,geographic,poseritz
38308,11,6,Geographic Area Code,Göhren Rügen,geographic,goehren ruegen
38309,11,6,Geographic Area Code,Trent,geographic,trent
3831,11,6,Geographic Area Code,Stralsund,geographic,stralsund
38320,11,6,Geographic Area Code,Tribsees,geographic,tribsees
38321,11,6,Geographic Area Code,Martensdorf bei Stralsund,geographic,martensdorf bei stralsund
38322,11,6,Geographic Area Code,Richtenberg,geographic,richtenberg
38323,11,6,Geographic Area Code,Prohn,geographic,prohn
38324,11,6,Geographic Area Code,Velgast,geographic,velgast
38325,11,6,Geographic Area Code,Rolofshagen,geographic,rolofshagen
38326,11,6,Geographic Area Code,Grimmen,geographic,grimmen
38327,11,6,Geographic Area Code,Elmenhorst Vorpom,geographic,elmenhorst vorpom
38328,11,6,Geographic Area Code,Miltzow,geographic,miltzow
38331,11,6,Geographic Area Code,Rakow Vorpom,geographic,rakow vorpom
38332,11,6,Geographic Area Code,Gross Bisdorf,geographic,gross bisdorf
38333,11,6,Geographic Area Code,Horst bei Grimmen,geographic,horst bei grimmen
38334,11,6,Geographic Area Code,Grammendorf,geographic,grammendorf
3834,11,6,Geographic Area Code,Greifswald,geographic,greifswald
38351,11,6,Geographic Area Code,Mesekenhagen,geographic,mesekenhagen
38352,11,6,Geographic Area Code,Kemnitz bei Greifswald,geographic,kemnitz bei greifswald
38353,11,6,Geographic Area Code,Gützkow bei Greifswald,geographic,guetzkow bei greifswald
38354,11,6,Geographic Area Code,Wusterhusen,geographic,wusterhusen
38355,11,6,Geographic Area Code,Züssow,geographic,zuessow
38356,11,6,Geographic Area Code,Behrenhoff,geographic,behrenhoff
3836,11,6,Geographic Area Code,Wolgast,geographic,wolgast
38370,11,6,Geographic Area Code,Kröslin,geographic,kroeslin
38371,11,6,Geographic Area Code,Karlshagen,geographic,karlshagen
38372,11,6,Geographic Area Code,Usedom,geographic,usedom
38373,11,6,Geographic Area Code,Katzow,geographic,katzow
38374,11,6,Geographic Area Code,Lassan bei Wolgast,geographic,lassan bei wolgast
38375,11,6,Geographic Area Code,Koserow,geographic,koserow
38376,11,6,Geographic Area Code,Zirchow,geographic,zirchow
38377,11,6,Geographic Area Code,Zinnowitz,geographic,zinnowitz
38378,11,6,Geographic Area Code,Heringsdorf Seebad,geographic,heringsdorf seebad
38379,11,6,Geographic Area Code,Benz Usedom,geographic,benz usedom
3838,11,6,Geographic Area Code,Bergen auf Rügen,geographic,bergen auf ruegen
38391,11,6,Geographic Area Code,Altenkirchen Rügen,geographic,altenkirchen ruegen
38392,11,6,Geographic Area Code,Sassnitz,geographic,sassnitz
38393,11,6,Geographic Area Code,Binz Ostseebad,geographic,binz ostseebad
3841,11,6,Geographic Area Code,Wismar,geographic,wismar
38422,11,6,Geographic Area Code,Neukloster,geographic,neukloster
38423,11,6,Geographic Area Code,Bad Kleinen,geographic,bad kleinen
38424,11,6,Geographic Area Code,Bobitz,geographic,bobitz
38425,11,6,Geographic Area Code,Kirchdorf Poel,geographic,kirchdorf poel
38426,11,6,Geographic Area Code,Neuburg-Steinhausen,geographic,neuburg-steinhausen
38427,11,6,Geographic Area Code,Blowatz,geographic,blowatz
38428,11,6,Geographic Area Code,Hohenkirchen bei Wismar,geographic,hohenkirchen bei wismar
38429,11,6,Geographic Area Code,Glasin,geographic,glasin
3843,11,6,Geographic Area Code,Güstrow,geographic,guestrow
3844,11,6,Geographic Area Code,Schwaan,geographic,schwaan
38450,11,6,Geographic Area Code,Tarnow bei Bützow,geographic,tarnow bei buetzow
38451,11,6,Geographic Area Code,Hoppenrade bei Güstrow,geographic,hoppenrade bei guestrow
38452,11,6,Geographic Area Code,Lalendorf,geographic,lalendorf
38453,11,6,Geographic Area Code,Mistorf,geographic,mistorf
38454,11,6,Geographic Area Code,Kritzkow,geographic,kritzkow
38455,11,6,Geographic Area Code,Plaaz,geographic,plaaz
38456,11,6,Geographic Area Code,Langhagen bei Güstrow,geographic,langhagen bei guestrow
38457,11,6,Geographic Area Code,Krakow am See,geographic,krakow am see
38458,11,6,Geographic Area Code,Zehna,geographic,zehna
38459,11,6,Geographic Area Code,Laage,geographic,laage
38461,11,6,Geographic Area Code,Bützow,geographic,buetzow
38462,11,6,Geographic Area Code,Baumgarten,geographic,baumgarten
